vendor,category,name,sku,price,unit,url,image,scrape_date
Clarington Home Hardware,Lumber,Pine 1x4,2826899,$2.19,/foot,https://claringtonhomehardware.com/p/pine-1x4/2826899,https://ik.imagekit.io/toolbx/p_1693540927261_33eaa25c-2327-49e3-a350-bf94723459d4_2826899.jpg,2026-01-07 10:32:03.180959
Clarington Home Hardware,Lumber,Spruce 2x2x8,2833501,$4.19,/each,https://claringtonhomehardware.com/p/spruce-2x2x8/2833501,https://ik.imagekit.io/toolbx/p_1693541572189_8c30a3a1-547e-4b55-8762-f7d2c39eb980_2833501.jpg,2026-01-07 10:32:03.238021
Clarington Home Hardware,Lumber,PT 5/4x6x12,2835942,$13.07,/each,https://claringtonhomehardware.com/p/pt-54x6x12/2835942,https://ik.imagekit.io/toolbx/p_1693541228589_c7b482f2-1ffd-4aef-b724-9c97aecc5bb4_2835942.jpg,2026-01-07 10:32:03.298780
Clarington Home Hardware,Lumber,PT 6x6x14,2835996,$72.97,/each,https://claringtonhomehardware.com/p/pt-6x6x14/2835996,https://ik.imagekit.io/toolbx/p_1693541253340_59698db0-51de-465a-a7b1-d1d9858c5eeb_2835996.jpg,2026-01-07 10:32:03.357507
Clarington Home Hardware,Lumber,PT 1x4x8,2835949,$5.97,/each,https://claringtonhomehardware.com/p/pt-1x4x8/2835949,https://ik.imagekit.io/toolbx/p_1693540932158_a0a61a8a-0d5d-495c-8fbb-f64a35188c6d_2835949.jpg,2026-01-07 10:32:03.415488
Clarington Home Hardware,Lumber,Pine 1x6x6,2826850,$7.54,/each,https://claringtonhomehardware.com/p/pine-1x6x6/2826850,https://ik.imagekit.io/toolbx/p_1693540974662_54adc306-fd9d-40ce-95cd-fb1e3d1afc88_2826850.jpg,2026-01-07 10:32:03.471914
Clarington Home Hardware,Lumber,Spruce 2x4x116-5/8,2833536,$7.25,/each,https://claringtonhomehardware.com/p/spruce-2x4x116-58/2833536,https://ik.imagekit.io/toolbx/p_1693541591773_9b2f481a-01c4-4038-9b42-ba89c1522697_2833536.jpg,2026-01-07 10:32:03.530763
Clarington Home Hardware,Lumber,LVL 11-7/8x10',1178LVL10,$111.85,/each,https://claringtonhomehardware.com/p/lvl-11-78x10/1178LVL10,https://ik.imagekit.io/toolbx/src-img/158706539262,2026-01-07 10:32:03.591850
Clarington Home Hardware,Lumber,Spruce 2x4x10,2832429,$6.90,/each,https://claringtonhomehardware.com/p/spruce-2x4x10/2832429,https://ik.imagekit.io/toolbx/p_1693541601798_41a0c7af-af24-419a-801b-f4a86551b567_2832429.jpg,2026-01-07 10:32:03.653384
Clarington Home Hardware,Lumber,PT 2x10x12,2835980,$37.44,/each,https://claringtonhomehardware.com/p/pt-2x10x12/2835980,https://ik.imagekit.io/toolbx/p_1693541021159_90bb36f8-5932-40f8-b913-2396b2a2663f_2835980.jpg,2026-01-07 10:32:03.714338
Clarington Home Hardware,Lumber,LVL 11-7/8x24',1178LVL24,$268.43,/each,https://claringtonhomehardware.com/p/lvl-11-78x24/1178LVL24,https://ik.imagekit.io/toolbx/src-img/158706539262,2026-01-07 10:32:03.775271
Clarington Home Hardware,Lumber,Spruce 2x12x14,2832501,$56.71,/each,https://claringtonhomehardware.com/p/spruce-2x12x14/2832501,https://ik.imagekit.io/toolbx/p_1693541538752_505db67e-58f6-42ca-8430-7ba32128aa58_2832501.jpg,2026-01-07 10:32:03.837085
Clarington Home Hardware,Lumber,PT 2x4x14,2836004,$13.25,/each,https://claringtonhomehardware.com/p/pt-2x4x14/2836004,https://ik.imagekit.io/toolbx/p_1693541089956_dd0ac501-ab4e-4bdc-a81f-a4acb453b5fe_2836004.jpg,2026-01-07 10:32:03.899480
Clarington Home Hardware,Lumber,PT 2x4x16,2836005,$14.95,/each,https://claringtonhomehardware.com/p/pt-2x4x16/2836005,https://ik.imagekit.io/toolbx/p_1693541090668_7bd07009-0a56-433a-9ead-b54608d001b5_2836005.jpg,2026-01-07 10:32:03.962834
Clarington Home Hardware,Lumber,Spruce 1x3x8,2833323,$2.98,/each,https://claringtonhomehardware.com/p/spruce-1x3x8/2833323,https://ik.imagekit.io/toolbx/p_1693541467438_990bbcd3-8a7d-4691-96ca-3e01cacbf282_2833323.jpg,2026-01-07 10:32:04.025034
Clarington Home Hardware,Lumber,PT 5/4x6x14,2835943,$15.25,/each,https://claringtonhomehardware.com/p/pt-54x6x14/2835943,https://ik.imagekit.io/toolbx/p_1693541233416_1a95a20a-bc81-49b9-b33e-d0bef9c28fea_2835943.jpg,2026-01-07 10:32:04.088453
Clarington Home Hardware,Lumber,Cedar 1x6x6,166CV,$5.99,/each,https://claringtonhomehardware.com/p/cedar-1x6x6/166CV,https://ik.imagekit.io/toolbx/p_1693540937050_a35ba470-ac48-41a8-b372-a0511ba4511b_166CV.jpg,2026-01-07 10:32:04.151973
Clarington Home Hardware,Lumber,Spruce 2x10x20,2832489,$54.73,/each,https://claringtonhomehardware.com/p/spruce-2x10x20/2832489,https://ik.imagekit.io/toolbx/p_1693541514945_6e49f48b-eee1-4242-873f-8a110ff901ff_2832489.jpg,2026-01-07 10:32:04.214989
Clarington Home Hardware,Lumber,PT 2x8x8,2835973,$18.90,/each,https://claringtonhomehardware.com/p/pt-2x8x8/2835973,https://ik.imagekit.io/toolbx/p_1693541141934_b6ec8527-c0ad-48cd-bf34-45c3733397e1_2835973.jpg,2026-01-07 10:32:04.278930
Clarington Home Hardware,Lumber,Spruce 2x6x16,2832449,$20.48,/each,https://claringtonhomehardware.com/p/spruce-2x6x16/2832449,https://ik.imagekit.io/toolbx/p_1693541640928_57650ddc-7b9e-463d-98b4-6f7b9142e9ea_2832449.jpg,2026-01-07 10:32:04.343151
Clarington Home Hardware,Lumber,PT 2x10x16,2835982,$50.99,/each,https://claringtonhomehardware.com/p/pt-2x10x16/2835982,https://ik.imagekit.io/toolbx/p_1693541029811_4d3d3160-aa44-4313-8c7b-fd1d53fd3a4f_2835982.jpg,2026-01-07 10:32:04.403505
Clarington Home Hardware,Lumber,Cedar 2x4x12,2805443,$22.98,/each,https://claringtonhomehardware.com/p/cedar-2x4x12/2805443,https://ik.imagekit.io/toolbx/p_1693541071339_3c6e02c9-60ed-4599-b889-b254d74ecf11_2805443.jpg,2026-01-07 10:32:04.458989
Clarington Home Hardware,Lumber,PT 4x4x8,2835988,$16.80,/each,https://claringtonhomehardware.com/p/pt-4x4x8/2835988,https://ik.imagekit.io/toolbx/p_1693541176367_02f5c048-2214-4b0d-90d5-799230ba58a8_2835988.jpg,2026-01-07 10:32:04.517091
Clarington Home Hardware,Lumber,Spruce 1x4x12,2833341,$6.96,/each,https://claringtonhomehardware.com/p/spruce-1x4x12/2833341,https://ik.imagekit.io/toolbx/p_1693541481266_442346be-0d5c-4aa5-b368-d60856a7b0f6_2833341.jpg,2026-01-07 10:32:04.573086
Clarington Home Hardware,Lumber,PT 2x8x14,2835976,$33.08,/each,https://claringtonhomehardware.com/p/pt-2x8x14/2835976,https://ik.imagekit.io/toolbx/p_1693541156748_59f56619-feb2-46cf-9bdd-14c633fe0970_2835976.jpg,2026-01-07 10:32:04.630204
Clarington Home Hardware,Lumber,"LVL 9-1/2""x24'",912LVL24,$216.00,/each,https://claringtonhomehardware.com/p/lvl-9-12x24/912LVL24,https://ik.imagekit.io/toolbx/p_1693541415788_64c29d6c-5a1e-4cb7-afd6-b6fe4a5303bf_912LVL24.jpg,2026-01-07 10:32:04.687240
Clarington Home Hardware,Lumber,Pine 1x2x6,910007,$1.28,/each,https://claringtonhomehardware.com/p/pine-1x2x6/910007,https://ik.imagekit.io/toolbx/p_1693540912529_778eb223-f5cb-4db1-af26-d532c7ce4e8d_910007.jpg,2026-01-07 10:32:04.744674
Clarington Home Hardware,Lumber,Spruce 2x10x12,2832481,$26.55,/each,https://claringtonhomehardware.com/p/spruce-2x10x12/2832481,https://ik.imagekit.io/toolbx/p_1693541496738_fa6874a8-8237-4ea6-951e-b9873ae8aa7b_2832481.jpg,2026-01-07 10:32:04.845462
Clarington Home Hardware,Lumber,PT 6x6x12,2835995,$62.55,/each,https://claringtonhomehardware.com/p/pt-6x6x12/2835995,https://ik.imagekit.io/toolbx/p_1693541252368_0097f8d2-e421-43a5-8b4a-971bc3760e41_2835995.jpg,2026-01-07 10:32:04.903023
Clarington Home Hardware,Lumber,Spruce 1x6x16,2833359,$14.67,/each,https://claringtonhomehardware.com/p/spruce-1x6x16/2833359,https://ik.imagekit.io/toolbx/p_1693541487977_ee9c949f-91fc-422d-a63a-5faa2c2fd744_2833359.jpg,2026-01-07 10:32:04.960773
Clarington Home Hardware,Lumber,PT 2x10x14,2835981,$43.68,/each,https://claringtonhomehardware.com/p/pt-2x10x14/2835981,https://ik.imagekit.io/toolbx/p_1693541025243_074fe0e4-7b04-4fea-918f-d07b6096b2a2_2835981.jpg,2026-01-07 10:32:05.020926
Clarington Home Hardware,Lumber,PT 2x12x12,2835985,$52.50,/each,https://claringtonhomehardware.com/p/pt-2x12x12/2835985,https://ik.imagekit.io/toolbx/p_1693541043557_69f1bced-adb4-4b3a-a0a1-a3862e190068_2835985.jpg,2026-01-07 10:32:05.077676
Clarington Home Hardware,Lumber,Pine 1x12x14,2826867,$32.99,/each,https://claringtonhomehardware.com/p/pine-1x12x14/2826867,https://ik.imagekit.io/toolbx/p_1693540882283_eb94c504-fb92-4a5d-aea2-ddd678583e35_2826867.jpg,2026-01-07 10:32:05.173569
Clarington Home Hardware,Lumber,Cedar 1x6x8,16CV8,$28.99,/each,https://claringtonhomehardware.com/p/cedar-1x6x8/16CV8,https://ik.imagekit.io/toolbx/p_1693540950573_3b361847-9478-432f-a364-e19161b28816_16CV8.jpg,2026-01-07 10:32:05.231465
Clarington Home Hardware,Lumber,LVL 7-1/4x10',714LVL10,$73.85,/each,https://claringtonhomehardware.com/p/lvl-7-14x10/714LVL10,https://ik.imagekit.io/toolbx/p_1693541378674_3900af26-3d68-4f19-a349-a7187119287a_714LVL10.jpg,2026-01-07 10:32:05.291804
Clarington Home Hardware,Lumber,Cedar 1x6x6,2805347,$10.77,/each,https://claringtonhomehardware.com/p/cedar-1x6x6/2805347,https://ik.imagekit.io/toolbx/p_1693540955198_f208fe8c-29a0-4937-a94c-c678cf139689_2805347.jpg,2026-01-07 10:32:05.348455
Clarington Home Hardware,Lumber,Pine 1x10,2826917,$2.59,/foot,https://claringtonhomehardware.com/p/pine-1x10/2826917,https://ik.imagekit.io/toolbx/p_1693540880561_79ba4323-915f-4259-8554-3bc3cef7e672_2826917.jpg,2026-01-07 10:32:05.404782
Clarington Home Hardware,Lumber,Spruce 2x4x104-5/8,2833533,$5.27,/each,https://claringtonhomehardware.com/p/spruce-2x4x104-58/2833533,https://ik.imagekit.io/toolbx/p_1693541620987_02e779fa-1674-411f-8450-15a440f13ee4_2833533.jpg,2026-01-07 10:32:05.460274
Clarington Home Hardware,Lumber,PT 4x4x16,2835992,$33.60,/each,https://claringtonhomehardware.com/p/pt-4x4x16/2835992,https://ik.imagekit.io/toolbx/p_1693541194773_cbc98f66-9e33-4757-bd22-2bac0476a23a_2835992.jpg,2026-01-07 10:32:05.517259
Clarington Home Hardware,Lumber,Spruce 2x4x16,2832513,$11.04,/each,https://claringtonhomehardware.com/p/spruce-2x4x16/2832513,https://ik.imagekit.io/toolbx/p_1693541611358_14159824-c00c-4e59-9afd-2eea7e6f874b_2832513.jpg,2026-01-07 10:32:05.574220
Clarington Home Hardware,Lumber,"PT 42"" BALUSTER",2837621,$2.59,/each,https://claringtonhomehardware.com/p/pt-42-baluster/2837621,https://ik.imagekit.io/toolbx/p_1693541262155_5e513a51-24e5-44ef-893f-c7c2f21a51ce_2837621.jpg,2026-01-07 10:32:05.633658
Clarington Home Hardware,Lumber,Cedar 4x4x10,2805573,$59.99,/each,https://claringtonhomehardware.com/p/cedar-4x4x10/2805573,https://ik.imagekit.io/toolbx/p_1693541171618_a1613a61-f6e0-4d95-9da0-5f92bc5b128d_2805573.jpg,2026-01-07 10:32:05.689064
Clarington Home Hardware,Lumber,Pine 1x6,2826905,$2.21,/foot,https://claringtonhomehardware.com/p/pine-1x6/2826905,https://ik.imagekit.io/toolbx/p_1693540984002_015076f1-fd7f-47f0-912b-8845a2df207e_2826905.jpg,2026-01-07 10:32:05.745767
Clarington Home Hardware,Lumber,Cedar 1x6x8,168CVJ,$46.80,/each,https://claringtonhomehardware.com/p/cedar-1x6x8/168CVJ,https://ik.imagekit.io/toolbx/p_1693540941199_b559d5af-f119-4eb0-be5f-badcb96d5bb3_168CVJ.jpg,2026-01-07 10:32:05.804086
Clarington Home Hardware,Lumber,Cedar 2x4x10,2805437,$19.20,/each,https://claringtonhomehardware.com/p/cedar-2x4x10/2805437,https://ik.imagekit.io/toolbx/p_1693541066583_19959ec5-66d6-405d-86a5-c4431cdf8fab_2805437.jpg,2026-01-07 10:32:05.863015
Clarington Home Hardware,Lumber,Pine 1x12x16,2826868,$37.99,/each,https://claringtonhomehardware.com/p/pine-1x12x16/2826868,https://ik.imagekit.io/toolbx/p_1693540887268_096b8405-2329-47bb-a44c-2e6266e7e7d5_2826868.jpg,2026-01-07 10:32:05.919461
Clarington Home Hardware,Lumber,PT 1x6x10,2835958,$9.89,/each,https://claringtonhomehardware.com/p/pt-1x6x10/2835958,https://ik.imagekit.io/toolbx/p_1693541000889_8696519f-732e-45ac-ae6b-c5ba3b50e64e_2835958.jpg,2026-01-07 10:32:05.974782
Clarington Home Hardware,Lumber,PT 2x6x14,2836009,$21.99,/each,https://claringtonhomehardware.com/p/pt-2x6x14/2836009,https://ik.imagekit.io/toolbx/p_1693541128555_c18ce16c-9b5b-4059-99e2-f91df8d17f1b_2836009.jpg,2026-01-07 10:32:06.033096
Clarington Home Hardware,Lumber,LVL 11-7/8x8',1178LVL8,$89.48,/each,https://claringtonhomehardware.com/p/lvl-11-78x8/1178LVL8,https://ik.imagekit.io/toolbx/src-img/158706539262,2026-01-07 10:32:06.089311
Clarington Home Hardware,Lumber,"PT 48"" BALUSTER",2837622,$2.89,/each,https://claringtonhomehardware.com/p/pt-48-baluster/2837622,https://ik.imagekit.io/toolbx/p_1693541266769_2dcb9962-40ee-4cb1-8b9e-b7e3ccc611d2_2837622.jpg,2026-01-07 10:32:06.150469
Clarington Home Hardware,Lumber,Spruce 1x4x8,2833337,$4.19,/each,https://claringtonhomehardware.com/p/spruce-1x4x8/2833337,https://ik.imagekit.io/toolbx/p_1693541476790_8bd5d535-d38b-4501-ae0f-70ca98b456e8_2833337.jpg,2026-01-07 10:32:06.207234
Clarington Home Hardware,Lumber,"LVL 9-1/2""x16'",912LVL16,$144.00,/each,https://claringtonhomehardware.com/p/lvl-9-12x16/912LVL16,https://ik.imagekit.io/toolbx/p_1693541406716_1bf0949b-1fd7-4838-b392-b57904978f12_912LVL16.jpg,2026-01-07 10:32:06.269126
Clarington Home Hardware,Lumber,Cedar 2x4x8,2805431,$15.99,/each,https://claringtonhomehardware.com/p/cedar-2x4x8/2805431,https://ik.imagekit.io/toolbx/p_1693541061866_3d2dc09c-76af-46e6-badf-5151a4a98f2e_2805431.jpg,2026-01-07 10:32:06.325786
Clarington Home Hardware,Lumber,Spruce 2x6x18,2832451,$32.75,/each,https://claringtonhomehardware.com/p/spruce-2x6x18/2832451,https://ik.imagekit.io/toolbx/p_1693541645517_42f44ad2-d566-45e5-b066-d0bc912c9b6e_2832451.jpg,2026-01-07 10:32:06.382979
Clarington Home Hardware,Lumber,PT 2x6x12,2836008,$18.88,/each,https://claringtonhomehardware.com/p/pt-2x6x12/2836008,https://ik.imagekit.io/toolbx/p_1693541123677_2b9fa889-7b72-4e86-8a4b-f292508f1447_2836008.jpg,2026-01-07 10:32:06.439435
Clarington Home Hardware,Lumber,PT 2x12x16,2835987,$70.12,/each,https://claringtonhomehardware.com/p/pt-2x12x16/2835987,https://ik.imagekit.io/toolbx/p_1693541052067_760f82f3-42f5-433b-855f-61ed5ad356c7_2835987.jpg,2026-01-07 10:32:06.496269
Clarington Home Hardware,Lumber,LVL 11-7/8x16',1178LVL16,$218.34,/each,https://claringtonhomehardware.com/p/lvl-11-78x16/1178LVL16,https://ik.imagekit.io/toolbx/src-img/158706539262,2026-01-07 10:32:06.553390
Clarington Home Hardware,Lumber,Pine 1x12x8,2826864,$18.99,/each,https://claringtonhomehardware.com/p/pine-1x12x8/2826864,https://ik.imagekit.io/toolbx/p_1693541271282_19f0c128-b930-49f2-ac61-be8a3cdd555b_2826864.jpg,2026-01-07 10:32:06.609606
Clarington Home Hardware,Lumber,PT 6x6x10,2835994,$52.12,/each,https://claringtonhomehardware.com/p/pt-6x6x10/2835994,https://ik.imagekit.io/toolbx/p_1693541247945_025ba2a3-21ff-4578-8913-f5bf42b8a2e9_2835994.jpg,2026-01-07 10:32:06.670158
Clarington Home Hardware,Lumber,LVL 11-7/8x18',1178LVL18,$201.32,/each,https://claringtonhomehardware.com/p/lvl-11-78x18/1178LVL18,https://ik.imagekit.io/toolbx/src-img/158706539262,2026-01-07 10:32:06.727558
Clarington Home Hardware,Lumber,Spruce 2x4x14,2832433,$9.66,/each,https://claringtonhomehardware.com/p/spruce-2x4x14/2832433,https://ik.imagekit.io/toolbx/p_1693541606974_b9565e8e-a540-4b51-927c-3172e171a6ba_2832433.jpg,2026-01-07 10:32:06.782880
Clarington Home Hardware,Lumber,PT 48x96 Lattice,12182,$44.96,/each,https://claringtonhomehardware.com/p/pt-48x96-lattice/12182,https://ik.imagekit.io/toolbx/p_1693541359535_073aa2ca-ec30-42c1-8554-1fb1589086a6_12182.jpg,2026-01-07 10:32:06.839791
Clarington Home Hardware,Lumber,Spruce 2x10x10,2832479,$22.13,/each,https://claringtonhomehardware.com/p/spruce-2x10x10/2832479,https://ik.imagekit.io/toolbx/p_1693541492358_39be0cfb-0ff1-484d-bdec-25c3ca3c9d1b_2832479.jpg,2026-01-07 10:32:06.896350
Clarington Home Hardware,Lumber,Spruce 2x6x14,2832447,$17.90,/each,https://claringtonhomehardware.com/p/spruce-2x6x14/2832447,https://ik.imagekit.io/toolbx/p_1693541636002_7730d522-a284-41a5-a2cc-bbb0e4cf7704_2832447.jpg,2026-01-07 10:32:06.954180
Clarington Home Hardware,Lumber,PT 2x6x16,2836010,$25.17,/each,https://claringtonhomehardware.com/p/pt-2x6x16/2836010,https://ik.imagekit.io/toolbx/p_1693541132574_b8e8ac45-d997-4667-b040-632b8a5ad452_2836010.jpg,2026-01-07 10:32:07.010735
Clarington Home Hardware,Lumber,Pine 1x12x12,2826866,$28.99,/each,https://claringtonhomehardware.com/p/pine-1x12x12/2826866,https://ik.imagekit.io/toolbx/p_1693541281171_ecb229c9-6d91-4197-904e-dd2e1f33bb85_2826866.jpg,2026-01-07 10:32:07.066314
Clarington Home Hardware,Lumber,Spruce 2x12x24,2832511,$121.52,/each,https://claringtonhomehardware.com/p/spruce-2x12x24/2832511,https://ik.imagekit.io/toolbx/p_1693541557416_47b706f9-b31b-435f-b888-052d63b5cde9_2832511.jpg,2026-01-07 10:32:07.124284
