vendor,category,name,sku,price,unit,url,image,scrape_date
Clarington Home Hardware,Lumber,LVL 7-1/4x14',714LVL14,$103.38,/each,https://claringtonhomehardware.com/p/lvl-7-14x14/714LVL14,https://ik.imagekit.io/toolbx/p_1693541388091_9f00af8d-84ca-481f-bdd3-b6349cfef217_714LVL14.jpg,2026-01-07 10:32:13.404630
Clarington Home Hardware,Lumber,Spruce 2x10x24,2832493,$108.98,/each,https://claringtonhomehardware.com/p/spruce-2x10x24/2832493,https://ik.imagekit.io/toolbx/p_1693541519579_097e10ca-7c4b-4502-a5b7-a7475659e8c5_2832493.jpg,2026-01-07 10:32:13.463806
Clarington Home Hardware,Lumber,Pine 1x2x8,910011,$1.62,/each,https://claringtonhomehardware.com/p/pine-1x2x8/910011,https://ik.imagekit.io/toolbx/p_1693540917320_0757e14e-dd66-481e-aa64-e672cdfea384_910011.jpg,2026-01-07 10:32:13.518407
Clarington Home Hardware,Lumber,Pine 1x4,2826875,$3.69,/foot,https://claringtonhomehardware.com/p/pine-1x4/2826875,https://ik.imagekit.io/toolbx/p_1693540922600_6ab7e7fe-b051-4f82-9b33-682828c1a983_2826875.jpg,2026-01-07 10:32:13.574095
Clarington Home Hardware,Lumber,LVL 11-7/8x12',1178LVL12,$134.22,/each,https://claringtonhomehardware.com/p/lvl-11-78x12/1178LVL12,https://ik.imagekit.io/toolbx/src-img/158706539262,2026-01-07 10:32:13.631447
Clarington Home Hardware,Lumber,PT 1x6x5,2835955,$3.98,/each,https://claringtonhomehardware.com/p/pt-1x6x5/2835955,https://ik.imagekit.io/toolbx/p_1693540991218_188c8357-5892-4f8a-9d97-e8fc1bf39de2_2835955.jpg,2026-01-07 10:32:13.687098
Clarington Home Hardware,Lumber,Cedar 2x6x12,2805483,$38.99,/each,https://claringtonhomehardware.com/p/cedar-2x6x12/2805483,https://ik.imagekit.io/toolbx/p_1693541104254_819df133-ac67-43c8-a0b6-980d8a9f3ea9_2805483.jpg,2026-01-07 10:32:13.743379
Clarington Home Hardware,Lumber,Spruce 2x12x18,2832505,$79.75,/each,https://claringtonhomehardware.com/p/spruce-2x12x18/2832505,https://ik.imagekit.io/toolbx/p_1693541548232_83290505-206a-4c6d-82c1-b1090720b624_2832505.jpg,2026-01-07 10:32:13.831480
Clarington Home Hardware,Lumber,Cedar 2x6x8,2805471,$25.99,/each,https://claringtonhomehardware.com/p/cedar-2x6x8/2805471,https://ik.imagekit.io/toolbx/p_1693541095114_fb026cd5-1084-4827-bd76-716cfb6caa78_2805471.jpg,2026-01-07 10:32:13.889265
Clarington Home Hardware,Lumber,PT 1x6x8,2835957,$6.37,/each,https://claringtonhomehardware.com/p/pt-1x6x8/2835957,https://ik.imagekit.io/toolbx/p_1693540996149_0919a44b-7d2a-476b-845e-1c98e4b3558b_2835957.jpg,2026-01-07 10:32:13.945660
Clarington Home Hardware,Lumber,Pine 1x6x6 T&G,166DF,$5.99,/each,https://claringtonhomehardware.com/p/pine-1x6x6-tg/166DF,https://ik.imagekit.io/toolbx/p_1693540969344_522dac40-0011-40db-8172-ccba9e793a07_166DF.jpg,2026-01-07 10:32:14.001354
Clarington Home Hardware,Lumber,Spruce 2x6x12,2832445,$15.34,/each,https://claringtonhomehardware.com/p/spruce-2x6x12/2832445,https://ik.imagekit.io/toolbx/p_1693541631449_cf16aff4-4a36-420b-92e9-f5d7a66d6703_2832445.jpg,2026-01-07 10:32:14.056723
Clarington Home Hardware,Lumber,PT 2x12x14,2835986,$61.36,/each,https://claringtonhomehardware.com/p/pt-2x12x14/2835986,https://ik.imagekit.io/toolbx/p_1693541047690_131d751e-16ad-4f28-9614-f05cae541c96_2835986.jpg,2026-01-07 10:32:14.118422
Clarington Home Hardware,Lumber,Pine 1x8,2826911,$2.29,/foot,https://claringtonhomehardware.com/p/pine-1x8/2826911,https://ik.imagekit.io/toolbx/p_1693541010202_ba4f6725-d65a-4f67-944c-08d2ec4e51b0_2826911.jpg,2026-01-07 10:32:14.175531
Clarington Home Hardware,Lumber,PT 4x4x12,2835990,$25.20,/each,https://claringtonhomehardware.com/p/pt-4x4x12/2835990,https://ik.imagekit.io/toolbx/p_1693541185396_3ebbd34b-0e9e-452f-9765-60b5fc3e3e47_2835990.jpg,2026-01-07 10:32:14.232158
Clarington Home Hardware,Lumber,Cedar 5/4x6x10,2805617,$19.99,/each,https://claringtonhomehardware.com/p/cedar-54x6x10/2805617,https://ik.imagekit.io/toolbx/p_1693541204429_9d3ca143-ee32-4347-9caa-7db7a930f18f_2805617.jpg,2026-01-07 10:32:14.287662
Clarington Home Hardware,Lumber,Spruce 2x2x12,2832405,$6.97,/each,https://claringtonhomehardware.com/p/spruce-2x2x12/2832405,https://ik.imagekit.io/toolbx/p_1693541576506_1480ea1c-1fd7-4b8d-b47a-c1dcbed55628_2832405.jpg,2026-01-07 10:32:14.344125
Clarington Home Hardware,Lumber,Cedar 5/4x6x12,2805619,$23.88,/each,https://claringtonhomehardware.com/p/cedar-54x6x12/2805619,https://ik.imagekit.io/toolbx/p_1693541209524_747cd535-e5d2-4728-a0ef-155220aef591_2805619.jpg,2026-01-07 10:32:14.400371
Clarington Home Hardware,Lumber,Spruce 2x12x10,2832497,$40.51,/each,https://claringtonhomehardware.com/p/spruce-2x12x10/2832497,https://ik.imagekit.io/toolbx/p_1693541529431_62a04029-68da-4402-8fcc-b5e0a8cbdeb6_2832497.jpg,2026-01-07 10:32:14.457070
Clarington Home Hardware,Lumber,Cedar 1x6x10,16CV10,$34.49,/each,https://claringtonhomehardware.com/p/cedar-1x6x10/16CV10,https://ik.imagekit.io/toolbx/p_1693540946184_4641cb94-7ae1-49dc-91f0-0d171c6558b0_16CV10.jpg,2026-01-07 10:32:14.511354
Clarington Home Hardware,Lumber,Spruce 2x4x12,2832431,$8.28,/each,https://claringtonhomehardware.com/p/spruce-2x4x12/2832431,https://ik.imagekit.io/toolbx/p_1693541606516_b3d18d28-70bf-4ca4-a0ab-5ba8f4988891_2832431.jpg,2026-01-07 10:32:14.566858
Clarington Home Hardware,Lumber,PT 2x12x8,2835983,$35.06,/each,https://claringtonhomehardware.com/p/pt-2x12x8/2835983,https://ik.imagekit.io/toolbx/p_1693541034972_f76f8a75-066d-485a-8c9b-9e3e9d79c260_2835983.jpg,2026-01-07 10:32:14.623481
Clarington Home Hardware,Lumber,PT 5/4x6x10,2835941,$11.49,/each,https://claringtonhomehardware.com/p/pt-54x6x10/2835941,https://ik.imagekit.io/toolbx/p_1693541223955_c55b15aa-ed90-497a-a3f0-2bac56977a90_2835941.jpg,2026-01-07 10:32:14.680240
Clarington Home Hardware,Lumber,LVL 7-1/4x12',714LVL12,$88.62,/each,https://claringtonhomehardware.com/p/lvl-7-14x12/714LVL12,https://ik.imagekit.io/toolbx/p_1693541383537_6cd2c117-9dae-4ed3-a1e3-eb49515ea143_714LVL12.jpg,2026-01-07 10:32:14.736494
Clarington Home Hardware,Lumber,Spruce 2x4x8,2832427,$3.99,/each,https://claringtonhomehardware.com/p/spruce-2x4x8/2832427,https://ik.imagekit.io/toolbx/p_1693541586448_5a99f18a-7c10-46bd-95f4-2a34ca4a0b69_2832427.jpg,2026-01-07 10:32:14.792403
Clarington Home Hardware,Lumber,PT 6x6x8,2835993,$41.70,/each,https://claringtonhomehardware.com/p/pt-6x6x8/2835993,https://ik.imagekit.io/toolbx/p_1693541243002_c64f5fc9-8fa9-4176-b451-03a687614905_2835993.jpg,2026-01-07 10:32:14.849578
Clarington Home Hardware,Lumber,Spruce 2x4x8 ECONO,2832605,$3.28,/each,https://claringtonhomehardware.com/p/spruce-2x4x8-econo/2832605,https://ik.imagekit.io/toolbx/p_1693541596473_2f27dd9c-6ce6-4c7f-b830-3b1aecb014d7_2832605.jpg,2026-01-07 10:32:14.906158
Clarington Home Hardware,Lumber,PT 2x4x8,2836001,$7.47,/each,https://claringtonhomehardware.com/p/pt-2x4x8/2836001,https://ik.imagekit.io/toolbx/p_1693541076408_07af5f2a-ab29-4559-8c85-cede771d5ec8_2836001.jpg,2026-01-07 10:32:14.962619
Clarington Home Hardware,Lumber,"LVL 9-1/2""x8'",912LVL8,$72.00,/each,https://claringtonhomehardware.com/p/lvl-9-12x8/912LVL8,https://ik.imagekit.io/toolbx/p_1693541420333_9d7351ed-2795-44fd-b680-237eaa416376_912LVL8.jpg,2026-01-07 10:32:15.018326
Clarington Home Hardware,Lumber,Spruce 2x8x8,2832459,$14.79,/each,https://claringtonhomehardware.com/p/spruce-2x8x8/2832459,/public/images/noImageForProduct.png,2026-01-07 10:32:15.074517
Clarington Home Hardware,Lumber,Spruce 2x8x16,2832467,$29.58,/each,https://claringtonhomehardware.com/p/spruce-2x8x16/2832467,/public/images/noImageForProduct.png,2026-01-07 10:32:15.142060
Clarington Home Hardware,Lumber,Spruce 2x8x10,2832461,$18.49,/each,https://claringtonhomehardware.com/p/spruce-2x8x10/2832461,/public/images/noImageForProduct.png,2026-01-07 10:32:15.201416
Clarington Home Hardware,Lumber,Spruce 2x8x12,2832463,$22.19,/each,https://claringtonhomehardware.com/p/spruce-2x8x12/2832463,/public/images/noImageForProduct.png,2026-01-07 10:32:15.257823
Clarington Home Hardware,Lumber,Spruce 2x8x18,2832469,$46.15,/each,https://claringtonhomehardware.com/p/spruce-2x8x18/2832469,/public/images/noImageForProduct.png,2026-01-07 10:32:15.320996
Clarington Home Hardware,Lumber,Spruce 1x4x16,2834103,$6.99,/each,https://claringtonhomehardware.com/p/spruce-1x4x16/2834103,/public/images/noImageForProduct.png,2026-01-07 10:32:15.375650
Clarington Home Hardware,Lumber,Spruce 2x8x14,2832465,$25.89,/each,https://claringtonhomehardware.com/p/spruce-2x8x14/2832465,/public/images/noImageForProduct.png,2026-01-07 10:32:15.431780
Clarington Home Hardware,Lumber,Spruce 2x8x20,2832471,$51.28,/each,https://claringtonhomehardware.com/p/spruce-2x8x20/2832471,/public/images/noImageForProduct.png,2026-01-07 10:32:15.487077
Clarington Home Hardware,Lumber,Pine 2x4,2826827,$1.69,/foot,https://claringtonhomehardware.com/p/pine-2x4/2826827,/public/images/noImageForProduct.png,2026-01-07 10:32:15.543294
Clarington Home Hardware,Lumber,Spruce 2x8x24,2832475,$99.95,/each,https://claringtonhomehardware.com/p/spruce-2x8x24/2832475,/public/images/noImageForProduct.png,2026-01-07 10:32:15.599730
Clarington Home Hardware,plywood,"4x8x1/2"" T&G Dryguard",2814897,$29.98,/each,https://claringtonhomehardware.com/p/4x8x12-tg-dryguard/2814897,https://ik.imagekit.io/toolbx/p_1693541300341_faa9e0f3-bc31-4e8a-9a86-939f4667928c_2814897.jpg,2026-01-07 10:32:22.375110
Clarington Home Hardware,plywood,4x8x3/8 SPF Plywood,2817481,$31.99,/each,https://claringtonhomehardware.com/p/4x8x38-spf-plywood/2817481,https://ik.imagekit.io/toolbx/p_1693541669856_103d38fa-88b1-49e0-abb8-d56b5656db4a_2817481.jpg,2026-01-07 10:32:22.431110
Clarington Home Hardware,plywood,"4x8x3/4"" T&G Dryguard",2814895,$49.99,/each,https://claringtonhomehardware.com/p/4x8x34-tg-dryguard/2814895,https://ik.imagekit.io/toolbx/p_1693541295631_537f62da-0266-4f61-b091-8d2e9a7556cd_2814895.jpg,2026-01-07 10:32:22.488111
Clarington Home Hardware,plywood,"4x8x5/8"" T&G Dryguard",2814894,$39.89,/each,https://claringtonhomehardware.com/p/4x8x58-tg-dryguard/2814894,https://ik.imagekit.io/toolbx/p_1693541290145_48c73623-5908-4c2d-bada-cf889f7a489d_2814894.jpg,2026-01-07 10:32:22.541113
Clarington Home Hardware,plywood,4x8x3/8 D-Grade SPF,38DGSP,$27.60,/each,https://claringtonhomehardware.com/p/4x8x38-d-grade-spf/38DGSP,https://ik.imagekit.io/toolbx/p_1693541285548_40f94cfd-e0c1-48be-953c-659249fe10aa_38DGSP.jpg,2026-01-07 10:32:22.594110
Clarington Home Hardware,plywood,"4x8x5/8"" T&G OSB Board",2814869,$31.99,/each,https://claringtonhomehardware.com/p/4x8x58-tg-osb-board/2814869,https://ik.imagekit.io/toolbx/p_1693541433987_afdd5207-70ca-4540-a660-5bfb2abdbc73_2814869.jpg,2026-01-07 10:32:22.650110
Clarington Home Hardware,plywood,"4x8x3/4"" Maple Plywood",2821410,$136.99,/each,https://claringtonhomehardware.com/p/4x8x34-maple-plywood/2821410,https://ik.imagekit.io/toolbx/p_1693541737240_ab4e4e2a-5f41-44a6-add3-4c1ee33f0dd6_2821410.jpg,2026-01-07 10:32:22.703110
Clarington Home Hardware,plywood,4x8x17.5 FormPly,2816703,$107.25,/each,https://claringtonhomehardware.com/p/4x8x175-formply/2816703,https://ik.imagekit.io/toolbx/p_1693541304885_3f3a08fa-6f35-43c6-8e93-a226a43618b2_2816703.jpg,2026-01-07 10:32:22.757110
Clarington Home Hardware,plywood,"4x8x3/8"" G1S Plywood",2811525,$49.98,/each,https://claringtonhomehardware.com/p/4x8x38-g1s-plywood/2811525,https://ik.imagekit.io/toolbx/p_1693541314330_5105c328-99f6-4071-8356-bc195a51b661_2811525.jpg,2026-01-07 10:32:22.835110
Clarington Home Hardware,plywood,"4x8x3/4"" T&G OSB Board",2814875,$41.99,/each,https://claringtonhomehardware.com/p/4x8x34-tg-osb-board/2814875,https://ik.imagekit.io/toolbx/p_1693541438367_a9ae45e1-d52f-410c-8aba-8942a4a347ba_2814875.jpg,2026-01-07 10:32:22.893113
Clarington Home Hardware,plywood,"4x8x5/8"" G1S Plywood",2811529,$83.99,/each,https://claringtonhomehardware.com/p/4x8x58-g1s-plywood/2811529,https://ik.imagekit.io/toolbx/p_1693541323672_2277bdca-4965-49a7-9890-80b9f9b0be36_2811529.jpg,2026-01-07 10:32:22.950823
Clarington Home Hardware,plywood,"4x8x3/4"" G1S Plywood",2811535,$98.99,/each,https://claringtonhomehardware.com/p/4x8x34-g1s-plywood/2811535,https://ik.imagekit.io/toolbx/p_1693541328337_ec6d659b-038f-4b40-b6e1-a9ce74cc088b_2811535.jpg,2026-01-07 10:32:23.008823
Clarington Home Hardware,plywood,4x8x5/8 PT Plywood,13863,$88.98,/each,https://claringtonhomehardware.com/p/4x8x58-pt-plywood/13863,https://ik.imagekit.io/toolbx/p_1693541447788_96e7642b-7a40-40f5-b6c1-46b89fe18d73_13863.jpg,2026-01-07 10:32:23.071824
Clarington Home Hardware,plywood,4x8x3/4 PT Plywood,13864,$99.85,/each,https://claringtonhomehardware.com/p/4x8x34-pt-plywood/13864,https://ik.imagekit.io/toolbx/p_1693541453099_b9d12400-5042-4d0e-b890-182c4b6a021b_13864.jpg,2026-01-07 10:32:23.136824
Clarington Home Hardware,plywood,"4x8x7/16"" OSB Board",2814855,$22.99,/each,https://claringtonhomehardware.com/p/4x8x716-osb-board/2814855,https://ik.imagekit.io/toolbx/p_1693541429643_6ffb6d38-c43d-44b5-bb41-531670724a38_2814855.jpg,2026-01-07 10:32:23.222824
Clarington Home Hardware,plywood,4x8x5/8 T&G SPF Plywood,2817487,$57.19,/each,https://claringtonhomehardware.com/p/4x8x58-tg-spf-plywood/2817487,https://ik.imagekit.io/toolbx/p_1693541683906_3a6026d8-b56e-4625-8570-c2a4503c83df_2817487.jpg,2026-01-07 10:32:23.284823
Clarington Home Hardware,plywood,"4x8x1/2"" Maple Plywood",2821409,$119.00,/each,https://claringtonhomehardware.com/p/4x8x12-maple-plywood/2821409,https://ik.imagekit.io/toolbx/p_1693541732676_6eb5dc17-17b9-45d5-8a36-0f31399e7ffd_2821409.jpg,2026-01-07 10:32:23.347824
Clarington Home Hardware,plywood,"4x8x1/2"" Red Oak Plywood",2816447,$88.99,/each,https://claringtonhomehardware.com/p/4x8x12-red-oak-plywood/2816447,https://ik.imagekit.io/toolbx/p_1693541717813_dcb689c5-4327-4b79-b4ee-8f0e9eb4eb3d_2816447.jpg,2026-01-07 10:32:23.415823
Clarington Home Hardware,plywood,"4x8x1/2"" G1S Plywood",2811527,$59.99,/each,https://claringtonhomehardware.com/p/4x8x12-g1s-plywood/2811527,https://ik.imagekit.io/toolbx/p_1693541319086_66724875-890d-4ea9-94dd-70185d2c04c7_2811527.jpg,2026-01-07 10:32:23.477824
Clarington Home Hardware,plywood,"4x8x3/4"" Red Oak Plywood",2816445,$98.99,/each,https://claringtonhomehardware.com/p/4x8x34-red-oak-plywood/2816445,https://ik.imagekit.io/toolbx/p_1693541713560_05838f22-ca2a-4515-9e48-ffbb882e7e1a_2816445.jpg,2026-01-07 10:32:23.574824
Clarington Home Hardware,plywood,4x8x3/4 SPF Plywood,2817489,$65.99,/each,https://claringtonhomehardware.com/p/4x8x34-spf-plywood/2817489,https://ik.imagekit.io/toolbx/p_1693541688622_105bd254-38ee-4b14-b4ae-0264846ced26_2817489.jpg,2026-01-07 10:32:23.634958
Clarington Home Hardware,plywood,"4x8x1/4"" G1S Plywood",2811523,$44.98,/each,https://claringtonhomehardware.com/p/4x8x14-g1s-plywood/2811523,https://ik.imagekit.io/toolbx/p_1693541309650_92246b2b-ce50-4f2f-bed8-b50025b6ec65_2811523.jpg,2026-01-07 10:32:23.694823
Clarington Home Hardware,plywood,4x8x1/2 SPF Plywood,2817483,$42.60,/each,https://claringtonhomehardware.com/p/4x8x12-spf-plywood/2817483,https://ik.imagekit.io/toolbx/p_1693541674141_d0431fef-09ae-4f47-a198-76f223cc6f69_2817483.jpg,2026-01-07 10:32:23.750823
Clarington Home Hardware,plywood,4x8x5/8 SPF Plywood,2817485,$56.79,/each,https://claringtonhomehardware.com/p/4x8x58-spf-plywood/2817485,https://ik.imagekit.io/toolbx/p_1693541679028_3564cd1c-864b-43cb-b19c-148a6e62ff3b_2817485.jpg,2026-01-07 10:32:23.814824
Clarington Home Hardware,plywood,"4x8x3/4"" Birch Plywood",2820123,$84.89,/each,https://claringtonhomehardware.com/p/4x8x34-birch-plywood/2820123,https://ik.imagekit.io/toolbx/p_1693541727811_cd58186f-ed50-4ecd-8169-9fff87792b5d_2820123.jpg,2026-01-07 10:32:23.873823
Clarington Home Hardware,plywood,4x8x3/4 T&G SPF Plywood,2817491,$66.49,/each,https://claringtonhomehardware.com/p/4x8x34-tg-spf-plywood/2817491,https://ik.imagekit.io/toolbx/p_1693541693177_5d91d264-a155-4d36-b121-f7d153cd190e_2817491.jpg,2026-01-07 10:32:23.928824
Clarington Home Hardware,plywood,"4x8x1/2"" Birch Plywood",2820113,$72.49,/each,https://claringtonhomehardware.com/p/4x8x12-birch-plywood/2820113,https://ik.imagekit.io/toolbx/p_1693541839771_a48ea503-9b85-4c44-9f97-befb717e1fa3_2820113.jpg,2026-01-07 10:32:23.981823
Clarington Home Hardware,plywood,4x8x1/2 PT Plywood,13862,$71.94,/each,https://claringtonhomehardware.com/p/4x8x12-pt-plywood/13862,https://ik.imagekit.io/toolbx/p_1693541443265_578c5d61-573c-4bcc-9f29-f98446eb72fa_13862.jpg,2026-01-07 10:32:24.036823
Clarington Home Hardware,plywood,"4x8x1/4"" OSB Board",2814849,$21.50,/each,https://claringtonhomehardware.com/p/4x8x14-osb-board/2814849,https://ik.imagekit.io/toolbx/p_1693541425202_b52880c4-549f-420e-ac69-278822ab7096_2814849.jpg,2026-01-07 10:32:24.090823
