vendor,category,name,sku,price,unit,brand,url,image,scrape_date
Adams Building Supply,Treated Lumber,1X1X8 NAILING STRIP PT BROWN,1108PTB,CAD 3.32,/ EA,Own Brand,https://www.adamsbuildingsupply.com/1x1x8-nailing-strip-pt-brown,https://us.evocdn.io/dealer/1405/catalog/product/images/1108NS.jpg,2026-01-10 16:32:26.441947
Adams Building Supply,Treated Lumber,1 X 6 -04 PT BROWN,1604PTB,CAD 3.99,/ EA,Own Brand,https://www.adamsbuildingsupply.com/1-x-6-04-pt-brown,https://us.evocdn.io/dealer/1405/catalog/product/images/1X6FENCEPT.jpg,2026-01-10 16:32:26.523949
Adams Building Supply,Treated Lumber,1 X 6 -05 PT BROWN,1605PTB,CAD 3.93,/ EA,Own Brand,https://www.adamsbuildingsupply.com/1-x-6-05-pt-brown,https://us.evocdn.io/dealer/1405/catalog/product/images/1X6FENCEPT.jpg,2026-01-10 16:32:26.590945
Adams Building Supply,Treated Lumber,1 X 6 -06 PT BROWN,1606PTB,CAD 4.73,/ EA,Own Brand,https://www.adamsbuildingsupply.com/1-x-6-06-pt-brown,https://us.evocdn.io/dealer/1405/catalog/product/images/1X6FENCEPT.jpg,2026-01-10 16:32:26.658947
Adams Building Supply,Treated Lumber,1 X 6 -07 PT BROWN,1607PTB,CAD 5.59,/ EA,Own Brand,https://www.adamsbuildingsupply.com/1-x-6-07-pt-brown,https://us.evocdn.io/dealer/1405/catalog/product/images/1X6FENCEPT.jpg,2026-01-10 16:32:26.729949
Adams Building Supply,Treated Lumber,1 X 6 -08 PT BROWN,1608PTB,CAD 6.30,/ EA,Own Brand,https://www.adamsbuildingsupply.com/1-x-6-08-pt-brown,https://us.evocdn.io/dealer/1405/catalog/product/images/1X6FENCEPT.jpg,2026-01-10 16:32:26.843947
Adams Building Supply,Treated Lumber,1 X 8 PRIVACY PLUS PT BROWN LATTICE,18PPPTB,CAD 11.89,/ EA,Own Brand,https://www.adamsbuildingsupply.com/1-x-8-privacy-plus-pt-brown-lattice,https://www.adamsbuildingsupply.com/img/picture-100.png,2026-01-10 16:32:26.948271
Adams Building Supply,Treated Lumber,1X8 PRIVACY PT BROWN LATTICE,18PRLATPTB,,,Own Brand,https://www.adamsbuildingsupply.com/1x8-privacy-pt-brown-lattice,https://www.adamsbuildingsupply.com/img/picture-100.png,2026-01-10 16:32:27.078314
Adams Building Supply,Treated Lumber,2 X 10 -0 Pressure Treated Sienna Brown,21008PTB,CAD 23.92,/ EA,Own Brand,https://www.adamsbuildingsupply.com/pressure-treated-sienna-brown--14,https://us.evocdn.io/dealer/1405/catalog/product/images/210PTB.jpg,2026-01-10 16:32:27.177361
Adams Building Supply,Treated Lumber,2 X 10 -1 Pressure Treated Sienna Brown,21010PTB,CAD 29.90,/ EA,Own Brand,https://www.adamsbuildingsupply.com/pressure-treated-sienna-brown--15,https://us.evocdn.io/dealer/1405/catalog/product/images/210PTB.jpg,2026-01-10 16:32:27.288361
Adams Building Supply,Treated Lumber,2 X 10 -1 Pressure Treated Sienna Brown,21012PTB,CAD 35.88,/ EA,Own Brand,https://www.adamsbuildingsupply.com/pressure-treated-sienna-brown--16,https://us.evocdn.io/dealer/1405/catalog/product/images/210PTB.jpg,2026-01-10 16:32:27.351461
Adams Building Supply,Treated Lumber,2 X 10 -1 Pressure Treated Sienna Brown,21014PTB,CAD 42.06,/ EA,Own Brand,https://www.adamsbuildingsupply.com/pressure-treated-sienna-brown--17,https://us.evocdn.io/dealer/1405/catalog/product/images/210PTB.jpg,2026-01-10 16:32:27.421083
Adams Building Supply,Treated Lumber,2 X 10 -1 Pressure Treated Sienna Brown,21016PTB,CAD 47.84,/ EA,Own Brand,https://www.adamsbuildingsupply.com/pressure-treated-sienna-brown--18,https://us.evocdn.io/dealer/1405/catalog/product/images/210PTB.jpg,2026-01-10 16:32:27.489961
Adams Building Supply,Treated Lumber,2 X 12 -1 Pressure Treated Sienna Brown,21212PTB,CAD 49.44,/ EA,Own Brand,https://www.adamsbuildingsupply.com/pressure-treated-sienna-brown--19,https://us.evocdn.io/dealer/1405/catalog/product/images/212PTB.jpg,2026-01-10 16:32:27.569293
Adams Building Supply,Treated Lumber,2 X 12 -1 Pressure Treated Sienna Brown,21216PTB,CAD 65.92,/ EA,Own Brand,https://www.adamsbuildingsupply.com/pressure-treated-sienna-brown--20,https://us.evocdn.io/dealer/1405/catalog/product/images/212PTB.jpg,2026-01-10 16:32:27.639745
Adams Building Supply,Treated Lumber,"2X2X36"" BEV. BALUSTER PT BROWN",2236BBPTB,CAD 2.16,/ EA,Own Brand,https://www.adamsbuildingsupply.com/2x2x36-bev-baluster-pt-brown,https://www.adamsbuildingsupply.com/img/picture-100.png,2026-01-10 16:32:27.725640
Adams Building Supply,Treated Lumber,"2X2X42"" BEV BALUSTER PT BROWN",2242BEVPTB,CAD 2.50,/ EA,Own Brand,https://www.adamsbuildingsupply.com/2x2x42-bev-baluster-pt-brown,https://www.adamsbuildingsupply.com/img/picture-100.png,2026-01-10 16:32:27.820136
Adams Building Supply,Treated Lumber,"2X2X48"" BEV. BALUSTER PT BROWN",2248BEVPTB,CAD 2.87,/ EA,Own Brand,https://www.adamsbuildingsupply.com/2x2x48-bev-baluster-pt-brown,https://www.adamsbuildingsupply.com/img/picture-100.png,2026-01-10 16:32:27.897358
Adams Building Supply,Treated Lumber,2 X 4 - 08 GROOVED PT BROWN,2408GPTB,CAD 11.97,/ EA,Own Brand,https://www.adamsbuildingsupply.com/2-x-4-08-grooved-pt-brown,https://us.evocdn.io/dealer/1405/catalog/product/images/2408GROOVED.jpg,2026-01-10 16:32:27.971401
Adams Building Supply,Treated Lumber,2 X 4 -08 PT BROWN,2408PTB,CAD 7.49,/ EA,Own Brand,https://www.adamsbuildingsupply.com/2-x-4-08-pt-brown,https://us.evocdn.io/dealer/1405/catalog/product/images/2408PTB.jpg,2026-01-10 16:32:28.047219
Adams Building Supply,Treated Lumber,2 X 4 -10 Pressure Treated Sienna Brown,2410PTB,CAD 9.36,/ EA,Own Brand,https://www.adamsbuildingsupply.com/pressure-treated-sienna-brown--1,https://us.evocdn.io/dealer/1405/catalog/product/images/24PTB.jpg,2026-01-10 16:32:28.115793
Adams Building Supply,Treated Lumber,2 X 4 -12 Pressure Treated Sienna Brown,2412PTB,CAD 11.24,/ EA,Own Brand,https://www.adamsbuildingsupply.com/pressure-treated-sienna-brown--2,https://us.evocdn.io/dealer/1405/catalog/product/images/24PTB.jpg,2026-01-10 16:32:28.210685
Adams Building Supply,Treated Lumber,2 X 4 -14 Pressure Treated Sienna Brown,2414PTB,CAD 13.93,/ EA,Own Brand,https://www.adamsbuildingsupply.com/pressure-treated-sienna-brown--3,https://us.evocdn.io/dealer/1405/catalog/product/images/24PTB.jpg,2026-01-10 16:32:28.267359
Adams Building Supply,Treated Lumber,2 X 4 -16 Pressure Treated Sienna Brown,2416PTB,CAD 14.98,/ EA,Own Brand,https://www.adamsbuildingsupply.com/pressure-treated-sienna-brown--4,https://us.evocdn.io/dealer/1405/catalog/product/images/24PTB.jpg,2026-01-10 16:32:28.346251
Adams Building Supply,Treated Lumber,2 X 6 -08 Pressure Treated Sienna Brown,2608PTB,CAD 12.86,/ EA,Own Brand,https://www.adamsbuildingsupply.com/pressure-treated-sienna-brown--5,https://us.evocdn.io/dealer/1405/catalog/product/images/26PTB.jpg,2026-01-10 16:32:28.414927
Adams Building Supply,Treated Lumber,2X6X8' T&G PRESSURE TREATED PT,2608TGPT,,,Own Brand,https://www.adamsbuildingsupply.com/2x6x8-t-and-g-pressure-treated-pt,https://www.adamsbuildingsupply.com/img/picture-100.png,2026-01-10 16:32:28.475299
Adams Building Supply,Treated Lumber,2 X 6 -10 Pressure Treated Sienna Brown,2610PTB,CAD 16.07,/ EA,Own Brand,https://www.adamsbuildingsupply.com/pressure-treated-sienna-brown--6,https://us.evocdn.io/dealer/1405/catalog/product/images/26PTB.jpg,2026-01-10 16:32:28.560734
Adams Building Supply,Treated Lumber,2X6X10' T&G PT BROWN,2610TGMSB,CAD 20.78,/ EA,Own Brand,https://www.adamsbuildingsupply.com/2x6x10-t-and-g-pt-brown,https://www.adamsbuildingsupply.com/img/picture-100.png,2026-01-10 16:32:28.630067
Adams Building Supply,Treated Lumber,2 X 6 -12 Pressure Treated Sienna Brown,2612PTB,CAD 19.28,/ EA,Own Brand,https://www.adamsbuildingsupply.com/pressure-treated-sienna-brown--7,https://us.evocdn.io/dealer/1405/catalog/product/images/26PTB.jpg,2026-01-10 16:32:28.717825
Adams Building Supply,Treated Lumber,2X6X12' T&G PT BROWN,2612TGMSB,CAD 24.95,/ EA,Own Brand,https://www.adamsbuildingsupply.com/2x6x12-t-and-g-pt-brown--1,https://www.adamsbuildingsupply.com/img/picture-100.png,2026-01-10 16:32:28.787514
Adams Building Supply,Treated Lumber,2 X 6 -12 T&G PT BROWN,2612TGPT,CAD 24.95,/ EA,Own Brand,https://www.adamsbuildingsupply.com/2-x-6-12-t-and-g-pt-brown,https://www.adamsbuildingsupply.com/img/picture-100.png,2026-01-10 16:32:28.849580
Adams Building Supply,Treated Lumber,2X6X12' T&G PT BROWN,2612TGPT2,CAD 24.95,/ EA,Own Brand,https://www.adamsbuildingsupply.com/2x6x12-t-and-g-pt-brown,https://www.adamsbuildingsupply.com/img/picture-100.png,2026-01-10 16:32:28.919367
Adams Building Supply,Treated Lumber,2 X 6 -14 Pressure Treated Sienna Brown,2614PTB,CAD 22.93,/ EA,Own Brand,https://www.adamsbuildingsupply.com/pressure-treated-sienna-brown--8,https://us.evocdn.io/dealer/1405/catalog/product/images/26PTB.jpg,2026-01-10 16:32:29.002838
Adams Building Supply,Treated Lumber,2X6X14' T&G PT BROWN,2614TGMSB,CAD 29.09,/ EA,Own Brand,https://www.adamsbuildingsupply.com/2x6x14-t-and-g-pt-brown,https://www.adamsbuildingsupply.com/img/picture-100.png,2026-01-10 16:32:29.065012
Adams Building Supply,Treated Lumber,2 X 6 -16 Pressure Treated Sienna Brown,2616PTB,CAD 25.71,/ EA,Own Brand,https://www.adamsbuildingsupply.com/pressure-treated-sienna-brown--9,https://us.evocdn.io/dealer/1405/catalog/product/images/26PTB.jpg,2026-01-10 16:32:29.134200
Adams Building Supply,Treated Lumber,2X6X16' T&G PT BROWN,2616TGMSB,CAD 33.12,/ EA,Own Brand,https://www.adamsbuildingsupply.com/2x6x16-t-and-g-pt-brown,https://www.adamsbuildingsupply.com/img/picture-100.png,2026-01-10 16:32:29.209843
Adams Building Supply,Treated Lumber,2 X 6 -16 T&G PT BROWN,2616TGPTB,CAD 33.28,/ EA,Own Brand,https://www.adamsbuildingsupply.com/2-x-6-16-t-and-g-pt-brown,https://www.adamsbuildingsupply.com/img/picture-100.png,2026-01-10 16:32:36.963080
Adams Building Supply,Treated Lumber,2 X 8 -08 Pressure Treated Sienna Brown,2808PTB,CAD 17.88,/ EA,Own Brand,https://www.adamsbuildingsupply.com/pressure-treated-sienna-brown--10,https://us.evocdn.io/dealer/1405/catalog/product/images/28PTB.jpg,2026-01-10 16:32:37.033080
Adams Building Supply,Treated Lumber,2 X 8 -10 Pressure Treated Sienna Brown,2810PTB,CAD 22.36,/ EA,Own Brand,https://www.adamsbuildingsupply.com/pressure-treated-sienna-brown,https://us.evocdn.io/dealer/1405/catalog/product/images/28PTB.jpg,2026-01-10 16:32:37.101078
Adams Building Supply,Treated Lumber,2 X 8 -12 Pressure Treated Sienna Brown,2812PTB,CAD 26.83,/ EA,Own Brand,https://www.adamsbuildingsupply.com/pressure-treated-sienna-brown--11,https://us.evocdn.io/dealer/1405/catalog/product/images/28PTB.jpg,2026-01-10 16:32:37.168078
Adams Building Supply,Treated Lumber,2 X 8 -14 Pressure Treated Sienna Brown,2814PTB,CAD 32.48,/ EA,Own Brand,https://www.adamsbuildingsupply.com/pressure-treated-sienna-brown--12,https://us.evocdn.io/dealer/1405/catalog/product/images/28PTB.jpg,2026-01-10 16:32:37.239078
Adams Building Supply,Treated Lumber,2 X 8 -16 Pressure Treated Sienna Brown,2816PTB,CAD 35.78,/ EA,Own Brand,https://www.adamsbuildingsupply.com/pressure-treated-sienna-brown--13,https://us.evocdn.io/dealer/1405/catalog/product/images/28PTB.jpg,2026-01-10 16:32:37.307077
Adams Building Supply,Treated Lumber,2 X 8 PRIVACY PLUS PT BROWN LATTICE,28PPPTB,CAD 23.98,/ EA,Own Brand,https://www.adamsbuildingsupply.com/2-x-8-privacy-plus-pt-brown-lattice,https://www.adamsbuildingsupply.com/img/picture-100.png,2026-01-10 16:32:37.374079
Adams Building Supply,Treated Lumber,2X8 PRIVACY PT BROWN LATTICE,28PRLATPTB,,,Own Brand,https://www.adamsbuildingsupply.com/2x8-privacy-pt-brown-lattice,https://www.adamsbuildingsupply.com/img/picture-100.png,2026-01-10 16:32:37.432079
Adams Building Supply,Treated Lumber,2 STEP STRINGER PT BROWN,2SSPTB,CAD 19.98,/ EA,Own Brand,https://www.adamsbuildingsupply.com/2-step-stringer-pt-brown,https://www.adamsbuildingsupply.com/img/picture-100.png,2026-01-10 16:32:37.498077
Adams Building Supply,Treated Lumber,3 STEP STRINGER PT BROWN,3SSPTB,CAD 23.38,/ EA,Own Brand,https://www.adamsbuildingsupply.com/3-step-stringer-pt-brown,https://www.adamsbuildingsupply.com/img/picture-100.png,2026-01-10 16:32:37.565080
Adams Building Supply,Treated Lumber,4 X 4 - 08 PT BROWN,4408PTB,CAD 16.60,/ EA,Own Brand,https://www.adamsbuildingsupply.com/4-x-4-08-pt-brown,https://us.evocdn.io/dealer/1405/catalog/product/images/4X4POSTPTB.jpg,2026-01-10 16:32:37.633080
Adams Building Supply,Treated Lumber,4 X 4 - 10 PT BROWN,4410PTB,CAD 20.75,/ EA,Own Brand,https://www.adamsbuildingsupply.com/4-x-4-10-pt-brown,https://us.evocdn.io/dealer/1405/catalog/product/images/4X4POSTPTB.jpg,2026-01-10 16:32:37.699077
Adams Building Supply,Treated Lumber,4 X 4 - 12 PT BROWN,4412PTB,CAD 24.89,/ EA,Own Brand,https://www.adamsbuildingsupply.com/4-x-4-12-pt-brown,https://us.evocdn.io/dealer/1405/catalog/product/images/4X4POSTPTB.jpg,2026-01-10 16:32:37.777077
Adams Building Supply,Treated Lumber,4 X 4 - 14 PT BROWN,4414PTB,CAD 29.74,/ EA,Own Brand,https://www.adamsbuildingsupply.com/4-x-4-14-pt-brown,https://us.evocdn.io/dealer/1405/catalog/product/images/4X4POSTPTB.jpg,2026-01-10 16:32:37.855078
Adams Building Supply,Treated Lumber,4 X 4 - 16 PT BROWN,4416PTB,CAD 33.98,/ EA,Own Brand,https://www.adamsbuildingsupply.com/4-x-4-16-pt-brown,https://us.evocdn.io/dealer/1405/catalog/product/images/4X4POSTPTB.jpg,2026-01-10 16:32:37.926078
Adams Building Supply,Treated Lumber,4 X 8 PRIVACY PLUS PT BROWN LATTICE,48PPPTB,CAD 44.98,/ EA,Own Brand,https://www.adamsbuildingsupply.com/4-x-8-privacy-plus-pt-brown-lattice,https://www.adamsbuildingsupply.com/img/picture-100.png,2026-01-10 16:32:37.999080
Adams Building Supply,Treated Lumber,4X8 PRIVACY PT BROWN LATTICE,48PRLATPTB,,,Own Brand,https://www.adamsbuildingsupply.com/4x8-privacy-pt-brown-lattice,https://www.adamsbuildingsupply.com/img/picture-100.png,2026-01-10 16:32:38.056079
Adams Building Supply,Treated Lumber,4X8 PRIVACY PT BROWN LATTICE,48PTLATPTB,,,Own Brand,https://www.adamsbuildingsupply.com/4x8-privacy-pt-brown-lattice--1,https://www.adamsbuildingsupply.com/img/picture-100.png,2026-01-10 16:32:38.115079
Adams Building Supply,Treated Lumber,4 X 8 SQUARE LATTICE PT BROWN,48SQPTB,CAD 59.99,/ EA,Own Brand,https://www.adamsbuildingsupply.com/4-x-8-square-lattice-pt-brown,https://www.adamsbuildingsupply.com/img/picture-100.png,2026-01-10 16:32:38.181079
Adams Building Supply,Treated Lumber,4 STEP STRINGER PT BROWN,4SSPTB,CAD 32.04,/ EA,Own Brand,https://www.adamsbuildingsupply.com/4-step-stringer-pt-brown,https://www.adamsbuildingsupply.com/img/picture-100.png,2026-01-10 16:32:38.249077
Adams Building Supply,Treated Lumber,5/4 X 6 - 08 DECKING PT BROWN,54608PTB,CAD 9.07,/ EA,Own Brand,https://www.adamsbuildingsupply.com/5-4-x-6-08-decking-pt-brown,https://us.evocdn.io/dealer/1405/catalog/product/images/DECKBOARDPTB.jpg,2026-01-10 16:32:38.317077
Adams Building Supply,Treated Lumber,5/4 X 6 - 10 DECKING PT BROWN,54610PTB,CAD 11.34,/ EA,Own Brand,https://www.adamsbuildingsupply.com/5-4-x-6-10-decking-pt-brown,https://us.evocdn.io/dealer/1405/catalog/product/images/DECKBOARDPTB.jpg,2026-01-10 16:32:38.384079
Adams Building Supply,Treated Lumber,5/4 X 6 - 12 DECKING PT BROWN,54612PTB,CAD 13.60,/ EA,Own Brand,https://www.adamsbuildingsupply.com/5-4-x-6-12-decking-pt-brown,https://us.evocdn.io/dealer/1405/catalog/product/images/DECKBOARDPTB.jpg,2026-01-10 16:32:38.451082
Adams Building Supply,Treated Lumber,5/4 X 6 - 14 DECKING PT BROWN,54614PTB,CAD 15.26,/ EA,Own Brand,https://www.adamsbuildingsupply.com/5-4-x-6-14-decking-pt-brown,https://us.evocdn.io/dealer/1405/catalog/product/images/DECKBOARDPTB.jpg,2026-01-10 16:32:38.518081
Adams Building Supply,Treated Lumber,5/4 X 6 - 16 DECKING PT BROWN,54616PTB,CAD 18.13,/ EA,Own Brand,https://www.adamsbuildingsupply.com/5-4-x-6-16-decking-pt-brown,https://us.evocdn.io/dealer/1405/catalog/product/images/DECKBOARDPTB.jpg,2026-01-10 16:32:38.585078
Adams Building Supply,Treated Lumber,5 X 5 -10 PT BROWN,5510PTB,CAD 39.99,/ EA,Own Brand,https://www.adamsbuildingsupply.com/5-x-5-10-pt-brown,https://us.evocdn.io/dealer/1405/catalog/product/images/4X4POSTPTB.jpg,2026-01-10 16:32:38.653078
Adams Building Supply,Treated Lumber,5 X 5 -12 PT BROWN,5512PTB,CAD 47.99,/ EA,Own Brand,https://www.adamsbuildingsupply.com/5-x-5-12-pt-brown,https://us.evocdn.io/dealer/1405/catalog/product/images/4X4POSTPTB.jpg,2026-01-10 16:32:38.724078
Adams Building Supply,Treated Lumber,5 STEP STRINGER PT BROWN,5SSPTB,CAD 38.65,/ EA,Own Brand,https://www.adamsbuildingsupply.com/5-step-stringer-pt-brown,https://www.adamsbuildingsupply.com/img/picture-100.png,2026-01-10 16:32:38.790077
Adams Building Supply,Treated Lumber,6 X 6 -08 PT BROWN,6608PTB,CAD 42.29,/ EA,Own Brand,https://www.adamsbuildingsupply.com/6-x-6-08-pt-brown,https://us.evocdn.io/dealer/1405/catalog/product/images/4X4POSTPTB.jpg,2026-01-10 16:32:38.857077
