category,name,sku,price,unit,url,image,scraped_time
Lumber,"1x4"" T&G Pine ""Flooring"" (price per Linear Foot)",P14TGF,0.99,/foot,https://shop.newcanadianslumber.com/p/1x4-tg-pine-flooring-price-per-linear-foot/P14TGF,https://ik.imagekit.io/toolbx/ecommerce/NCL/P14TGF.jpeg,
Lumber,1x4x8' Clear Pine,CP148,16.18,/each,https://shop.newcanadianslumber.com/p/1x4x8-clear-pine/CP148,https://ik.imagekit.io/toolbx/p_1606680317449_a87a5322-a171-4f63-bfc5-c356a22a38a2.jpg,
Lumber,Pine 2-1/2 Colonial Casing,CAS-206,3.32,/each,https://shop.newcanadianslumber.com/p/pine-2-12-colonial-casing/CAS-206,https://ik.imagekit.io/toolbx/1749667662938,
Lumber,1x2x10' SPF,S1210,2.59,/each,https://shop.newcanadianslumber.com/p/1x2x10-spf/S1210,https://ik.imagekit.io/toolbx/p_1748048468279_104fd222-6e09-435e-86a7-36b6b9d41e97.jpg,
Lumber,1x10x12' Pine#1,P11012,35.7,/each,https://shop.newcanadianslumber.com/p/1x10x12-pine1/P11012,https://ik.imagekit.io/toolbx/p_1657819523417_8d9cccae-fc44-401b-9fb6-d94503c6a73a.jpg,
Lumber,2x6x16' PT,PT2616,27.79,/each,https://shop.newcanadianslumber.com/p/2x6x16-pt/PT2616,https://ik.imagekit.io/toolbx/src-img/185514282908,
Lumber,2x10x24' Select Fir,S21024,99.89,/each,https://shop.newcanadianslumber.com/p/2x10x24-select-fir/S21024,https://ik.imagekit.io/toolbx/ecommerce/NCL/S21024.jpeg,
Lumber,"2x8x1"" PT Square Privacy Lattice - Custom Order",PL281SQ,77,/each,https://shop.newcanadianslumber.com/p/2x8x1-pt-square-privacy-lattice-custom-order/PL281SQ,https://ik.imagekit.io/toolbx/ecommerce/NCL/PL281SQ.jpg,
Lumber,6x6x10' Cedar Post,C6610,250.88,/each,https://shop.newcanadianslumber.com/p/6x6x10-cedar-post/C6610,https://ik.imagekit.io/toolbx/ecommerce/NCL/6X6CEDAR.png,
Lumber,1x4x16' Finger-Joint Pine,FJ1416,21.29,/each,https://shop.newcanadianslumber.com/p/1x4x16-finger-joint-pine/FJ1416,https://ik.imagekit.io/toolbx/ecommerce/NCL/FJ1416.jpeg,
Lumber,2x12x12' Pine #1,P21212,101.2,/each,https://shop.newcanadianslumber.com/p/2x12x12-pine-1/P21212,https://ik.imagekit.io/toolbx/p_1657814313433_7aba07f7-9a71-4b94-bcc6-ed910d940b0e.jpg,
Lumber,"2x8x3/4"" Square Cedar Lattice - Custom Order",CL2834S,78,/each,https://shop.newcanadianslumber.com/p/2x8x34-square-cedar-lattice-custom-order/CL2834S,https://ik.imagekit.io/toolbx/ecommerce/NCL/CL2834S.jpg,
Lumber,1x4x8' Oak Lumber,O148,31.5,/each,https://shop.newcanadianslumber.com/p/1x4x8-oak-lumber/O148,https://ik.imagekit.io/toolbx/ecommerce/NCL/O148.jpeg,
Lumber,"4x8x7/16"" Brown Privacy Plus Pressure Treated Lattice - Custom Order",PL48716PP,46.99,/each,https://shop.newcanadianslumber.com/p/4x8x716-brown-privacy-plus-pressure-treated-lattice-custom-order/PL48716PP,https://ik.imagekit.io/toolbx/p_1606681054684_655bee97-4d41-4f5e-a89f-4fe029e7d972.jpg,
Lumber,1x10x8' Pine #1,P1108,23.8,/each,https://shop.newcanadianslumber.com/p/1x10x8-pine-1/P1108,https://ik.imagekit.io/toolbx/p_1657819528232_131c9bba-bf44-40db-8972-b09a60f55882.jpg,
Lumber,4x4x12' Premium Cedar Post,C4412,98.76,/each,https://shop.newcanadianslumber.com/p/4x4x12-premium-cedar-post/C4412,https://ik.imagekit.io/toolbx/ecommerce/NCL/4X4CEDAR.png,
Lumber,2x12x12' Pine #1,P21214,118.07,/each,https://shop.newcanadianslumber.com/p/2x12x12-pine-1/P21214,https://ik.imagekit.io/toolbx/p_1657814314227_be6dad64-0b7c-4f35-843a-25dfa25465d9.jpg,
Lumber,LVL Beam 7-1/4x20',LVL71420,111.95,/each,https://shop.newcanadianslumber.com/p/lvl-beam-7-14x20/LVL71420,https://ik.imagekit.io/toolbx/demo/catalog-images/toolbxLVL_2-198d84580f2.png,
Lumber,5/4x6x12' Cedar Deck Boards,C1612DB,35.99,/each,https://shop.newcanadianslumber.com/p/54x6x12-cedar-deck-boards/C1612DB,https://toolbx-product-catalog.s3.us-east-1.amazonaws.com/ecommerce/CatalogOPSProject/TLBX/TLBX-01-103-5406.png,
Lumber,1x6x16' Clear Pine,CP1616,46.24,/each,https://shop.newcanadianslumber.com/p/1x6x16-clear-pine/CP1616,https://ik.imagekit.io/toolbx/p_1657819516575_4c6a3c94-b5a3-4be1-a99b-d50f729b242e.jpg,
Lumber,Roseburg Floor Joist 40S 11-7/8x14',FJ40S117814,53.95,/each,https://shop.newcanadianslumber.com/p/roseburg-floor-joist-40s-11-78x14/FJ40S117814,https://ik.imagekit.io/toolbx/i_joist.jpg,
Lumber,LVL Beam 11-7/8x20',LVL117820,183.95,/each,https://shop.newcanadianslumber.com/p/lvl-beam-11-78x20/LVL117820,https://ik.imagekit.io/toolbx/demo/catalog-images/toolbxLVL_2-198d84580f2.png,
Lumber,2x8x8' Pine #1,P288,36.61,/each,https://shop.newcanadianslumber.com/p/2x8x8-pine-1/P288,https://ik.imagekit.io/toolbx/p_1657819546041_5f110c7e-ca57-4614-b77f-70a4a90f1e8f.jpg,
Lumber,2x8x8' Premium Cedar,C288,57.25,/each,https://shop.newcanadianslumber.com/p/2x8x8-premium-cedar/C288,https://ik.imagekit.io/toolbx/ecommerce/NCL/2X8CEDAR.png,
Lumber,2x12x14' Premium SPF,S21214,49.39,/each,https://shop.newcanadianslumber.com/p/2x12x14-premium-spf/S21214,https://ik.imagekit.io/toolbx/src-img/106968349651,
Lumber,1x10x8' Oak Lumber,O1108,86.1,/each,https://shop.newcanadianslumber.com/p/1x10x8-oak-lumber/O1108,https://ik.imagekit.io/toolbx/ecommerce/NCL/O1108.jpeg,
Lumber,2x3x10' Premium SPF,S2310,4.99,/each,https://shop.newcanadianslumber.com/p/2x3x10-premium-spf/S2310,https://ik.imagekit.io/toolbx/p_1748048472947_8770e1fc-573e-4411-aa80-5cd9ad69a4c5.jpg,
Lumber,2x12x18' Premium SPF,S21218,76.89,/each,https://shop.newcanadianslumber.com/p/2x12x18-premium-spf/S21218,https://ik.imagekit.io/toolbx/src-img/106968349651,
Lumber,2x10x16' Premium SPF,S21016,37.39,/each,https://shop.newcanadianslumber.com/p/2x10x16-premium-spf/S21016,https://toolbx-product-catalog.s3.us-east-1.amazonaws.com/ecommerce/CatalogOPSProject/TLBX/TLBX-01-109-0210.png,
Lumber,2x12x10' Pine #1,P21210,84.34,/each,https://shop.newcanadianslumber.com/p/2x12x10-pine-1/P21210,https://ik.imagekit.io/toolbx/p_1657814312927_75ae8e42-84a6-4fe4-8b7b-fce1cf2f44d2.jpg,
Lumber,2x6x12' Pine #1,P2612,41.28,/each,https://shop.newcanadianslumber.com/p/2x6x12-pine-1/P2612,https://ik.imagekit.io/toolbx/p_1657814304445_42bc4b1a-e19f-4236-84e4-eed82e1610b0.jpg,
Lumber,6x6x8' PT,PT668,45.49,/each,https://shop.newcanadianslumber.com/p/6x6x8-pt/PT668,https://ik.imagekit.io/toolbx/src-img/199514432099,
Lumber,1x8x10' SPF,S1810,11.29,/each,https://shop.newcanadianslumber.com/p/1x8x10-spf/S1810,https://ik.imagekit.io/toolbx/p_1606680334623_025638ba-690f-4110-b5f9-2b12cfc05e5e.jpg,
Lumber,"8' 1/4"" Pine Quarter Round",00099-21096C,6.89,/each,https://shop.newcanadianslumber.com/p/8-14-pine-quarter-round/00099-21096C,https://ik.imagekit.io/toolbx/1749742231216,
Lumber,2x12x16' Premium SPF,S21216,65.49,/each,https://shop.newcanadianslumber.com/p/2x12x16-premium-spf/S21216,https://toolbx-product-catalog.s3.us-east-1.amazonaws.com/ecommerce/CatalogOPSProject/TLBX/TLBX-01-109-0210.png,
Lumber,Roseburg Floor Joist 80S 9-1/2x16',FJ80S91216,74.95,/each,https://shop.newcanadianslumber.com/p/roseburg-floor-joist-80s-9-12x16/FJ80S91216,https://ik.imagekit.io/toolbx/i_joist.jpg,
Lumber,"2x8x3/4"" Diagonal Cedar Lattice - Custom Order",CL2834D,74,/each,https://shop.newcanadianslumber.com/p/2x8x34-diagonal-cedar-lattice-custom-order/CL2834D,https://ik.imagekit.io/toolbx/ecommerce/NCL/CL2834D.jpg,
Lumber,2x4x8' Premium Cedar,C248,17.59,/each,https://shop.newcanadianslumber.com/p/2x4x8-premium-cedar/C248,https://ik.imagekit.io/toolbx/ecommerce/NCL/9.26.22/C248.png,
Lumber,1x2x8' Oak Lumber,O128,17.5,/each,https://shop.newcanadianslumber.com/p/1x2x8-oak-lumber/O128,https://ik.imagekit.io/toolbx/ecommerce/NCL/O128.jpeg,
Lumber,Roseburg Floor Joist 40S 11 7/8” X 22’,FJ40S117822,84.95,/each,https://shop.newcanadianslumber.com/p/roseburg-floor-joist-40s-11-78-x-22/FJ40S117822,https://ik.imagekit.io/toolbx/p_1694836803623_f9aa1c34-6f38-43a5-9fc4-a7c82c98e295_FJ40S117822.jpg,
Lumber,1x6x10' Poplar Lumber,POP1610,44.26,/each,https://shop.newcanadianslumber.com/p/1x6x10-poplar-lumber/POP1610,https://ik.imagekit.io/toolbx/p_1657819551631_332fe32e-a174-4204-84a8-ce98d5bb26ab.jpg,
Lumber,1x10x14' Pine #1,P11014,41.65,/each,https://shop.newcanadianslumber.com/p/1x10x14-pine-1/P11014,https://ik.imagekit.io/toolbx/p_1657819523908_6709c8e5-9e57-4427-9ade-594429ccab07.jpg,
Lumber,"8'x1"" Privacy Square Cedar Lattice - Custom Order",CL181PSQ,71,/each,https://shop.newcanadianslumber.com/p/8x1-privacy-square-cedar-lattice-custom-order/CL181PSQ,https://ik.imagekit.io/toolbx/p_1666903040995_3d19e3a0-f682-47f1-b546-e8ca6b02bf9b_CL181PSQ.jpg,
Lumber,Roseburg Floor Joist 40S 11-7/8x18',FJ40S117818,68.95,/each,https://shop.newcanadianslumber.com/p/roseburg-floor-joist-40s-11-78x18/FJ40S117818,https://ik.imagekit.io/toolbx/i_joist.jpg,
Lumber,2x10x12' PT,PT21012,37.49,/each,https://shop.newcanadianslumber.com/p/2x10x12-pt/PT21012,https://ik.imagekit.io/toolbx/src-img/160149351088,
Lumber,2x12x12' PT,PT21212,51.99,/each,https://shop.newcanadianslumber.com/p/2x12x12-pt/PT21212,https://ik.imagekit.io/toolbx/src-img/160149351088,
Lumber,1x5x12' Clear Pine,CP1512,22.46,/each,https://shop.newcanadianslumber.com/p/1x5x12-clear-pine/CP1512,https://ik.imagekit.io/toolbx/p_1657819512264_a94e0c82-f22c-4d02-8647-ef11c81d0893.jpg,
Lumber,Roseburg Floor Joist 80S 9-1/2x24',FJ80S91224,115.95,/each,https://shop.newcanadianslumber.com/p/roseburg-floor-joist-80s-9-12x24/FJ80S91224%20,https://ik.imagekit.io/toolbx/p_1736331716529_b740869f-418b-46a7-9a64-0a18769c1374_FJ80S91224%20.jpg,
Lumber,1x12x10' Pine #1,P11210,37.4,/each,https://shop.newcanadianslumber.com/p/1x12x10-pine-1/P11210,https://ik.imagekit.io/toolbx/p_1606680372996_c7ae6e6f-82ef-491f-a083-4df21ccf924b.jpg,
Lumber,"4x8x1"" PT Square Lattice - Custom Order",PL481S,111,/each,https://shop.newcanadianslumber.com/p/4x8x1-pt-square-lattice-custom-order/PL481S,https://ik.imagekit.io/toolbx/ecommerce/NCL/PL481S.jpg,
Lumber,2x10x14' Pine #1,P21014,82.77,/each,https://shop.newcanadianslumber.com/p/2x10x14-pine-1/P21014,https://ik.imagekit.io/toolbx/p_1657814310025_192580f7-5637-4bde-8c41-c8aeb62d316c.jpg,
Lumber,"2"" X 4"" X 8' TIMBERSTRAND LSL 1.35",TS248,24.95,/each,https://shop.newcanadianslumber.com/p/2-x-4-x-8-timberstrand-lsl-135/TS248,https://ik.imagekit.io/toolbx/demo/catalog-images/toolbxLVL_2-198d84580f2.png,
Lumber,2x8x8' Premium SPF,S288,15.19,/each,https://shop.newcanadianslumber.com/p/2x8x8-premium-spf/S288,https://ik.imagekit.io/toolbx/1574103561860,
Lumber,"1x4"" T&G Clear Cedar (Sold By Linear Foot)",C14TG,4.99,/each,https://shop.newcanadianslumber.com/p/1x4-tg-clear-cedar-sold-by-linear-foot/C14TG,https://toolbx-product-catalog.s3.us-east-1.amazonaws.com/ecommerce/CatalogOPSProject/GenerativeAIProject/Cedar/T%26GCedar.png,
Lumber,4x4x10' Premium Cedar Post,C4410,69.18,/each,https://shop.newcanadianslumber.com/p/4x4x10-premium-cedar-post/C4410,https://ik.imagekit.io/toolbx/ecommerce/NCL/4X4CEDAR.png,
Lumber,"4'x8'x1"" Privacy Square Cedar Lattice - Custom Order",CL481PSQ,194,/each,https://shop.newcanadianslumber.com/p/4x8x1-privacy-square-cedar-lattice-custom-order/CL481PSQ,https://ik.imagekit.io/toolbx/p_1666903069222_71b56d29-df04-4722-890c-ebffd31b89c2_CL481PSQ.jpg,
Lumber,1x5x14' Clear Pine,CP1514,26.21,/each,https://shop.newcanadianslumber.com/p/1x5x14-clear-pine/CP1514,https://ik.imagekit.io/toolbx/p_1657819512891_649b7612-ef96-4773-b7b7-0268cdd34935.jpg,
Lumber,"2x8x1"" Diagonal Cedar Lattice - Custom Order",CL281D,83,/each,https://shop.newcanadianslumber.com/p/2x8x1-diagonal-cedar-lattice-custom-order/CL281D,https://ik.imagekit.io/toolbx/ecommerce/NCL/CL281D.jpg,
Lumber,Rimboard 1-1/8x11-7/8x12',TS1178,41.95,/each,https://shop.newcanadianslumber.com/p/rimboard-1-18x11-78x12/TS1178,https://ik.imagekit.io/toolbx/p_1606681338434_826e63b1-a53a-4732-9e15-452a8f31cda5.jpg,
Lumber,2x10x20' Premium SPF,S21020,54.89,/each,https://shop.newcanadianslumber.com/p/2x10x20-premium-spf/S21020,https://ik.imagekit.io/toolbx/p_1606680603034_b57ca802-fe9c-40b7-8656-cef881559066.jpg,
Lumber,4-Step Sienna PT Stair Stringer,PT4,34.99,/each,https://shop.newcanadianslumber.com/p/4-step-sienna-pt-stair-stringer/PT4,https://ik.imagekit.io/toolbx/p_1679631502333_ec9078e9-f06d-492d-b627-3e55b2a6da4b_PT4.jpg,
Lumber,1x12x8' Poplar Lumber,POP1128,92.85,/each,https://shop.newcanadianslumber.com/p/1x12x8-poplar-lumber/POP1128,https://ik.imagekit.io/toolbx/p_1657819586814_8b056b09-2107-45b2-804d-b22663a7a76d.jpg,
Lumber,2x8x12' PT,PT2812,28.29,/each,https://shop.newcanadianslumber.com/p/2x8x12-pt/PT2812,https://ik.imagekit.io/toolbx/p_1657836792328_c360ab6d-0149-4726-b8d5-3c22d895a170.jpg,
Lumber,"8' x 3/4"" Pressure Treated Diagonal Lattice - Custom Order",PL4834D,104,/each,https://shop.newcanadianslumber.com/p/8-x-34-pressure-treated-diagonal-lattice-custom-order/PL4834D,https://ik.imagekit.io/toolbx/p_1666902651367_a294335d-43fa-44e6-96a7-5a9393323334_PL4834D.jpg,
Lumber,LVL Beam 9-1/2x18',LVL91218,131.95,/each,https://shop.newcanadianslumber.com/p/lvl-beam-9-12x18/LVL91218,https://ik.imagekit.io/toolbx/demo/catalog-images/toolbxLVL_2-198d84580f2.png,
Lumber,Roseburg Floor Joist 80S 11-7/8x20',FJ80S117820,100.95,/each,https://shop.newcanadianslumber.com/p/roseburg-floor-joist-80s-11-78x20/FJ80S117820,https://ik.imagekit.io/toolbx/i_joist.jpg,
Lumber,"1x8x1"" PT Square Privacy Lattice - Custom Order",PL181SQ,54,/each,https://shop.newcanadianslumber.com/p/1x8x1-pt-square-privacy-lattice-custom-order/PL181SQ,https://ik.imagekit.io/toolbx/ecommerce/NCL/PL181SQ.jpg,
Lumber,Roseburg Floor Joist 80S 11-7/8x18',FJ80S117818,90.95,/each,https://shop.newcanadianslumber.com/p/roseburg-floor-joist-80s-11-78x18/FJ80S117818,https://ik.imagekit.io/toolbx/i_joist.jpg,
Lumber,Pine 1-1/4 Poplar Door Stop,STO-111,1.08,/each,https://shop.newcanadianslumber.com/p/pine-1-14-poplar-door-stop/STO-111,https://ik.imagekit.io/toolbx/1749741259372,
Lumber,"2"" X 4"" X 10' TIMBERSTRAND LSL 1.35",TS2410,30.95,/each,https://shop.newcanadianslumber.com/p/2-x-4-x-10-timberstrand-lsl-135/TS2410,https://ik.imagekit.io/toolbx/demo/catalog-images/toolbxLVL_2-198d84580f2.png,
Lumber,6x6x8' Premium Cedar Lumber,C668,207.99,/each,https://shop.newcanadianslumber.com/p/6x6x8-premium-cedar-lumber/C668,https://ik.imagekit.io/toolbx/ecommerce/NCL/6X6CEDAR.png,
Lumber,Pine 1-5/8 Shingle Moulding,SHI-101,2.38,/each,https://shop.newcanadianslumber.com/p/pine-1-58-shingle-moulding/SHI-101,https://ik.imagekit.io/toolbx/1749739469321,
Lumber,2x2x10' Select SPF,S2210,4.59,/each,https://shop.newcanadianslumber.com/p/2x2x10-select-spf/S2210,https://toolbx-product-catalog.s3.us-east-1.amazonaws.com/ecommerce/CatalogOPSProject/TLBX/TLBX-01-109-0202.png,
Lumber,3-Step Sienna PT Stair Stringer,PT3,25.99,/each,https://shop.newcanadianslumber.com/p/3-step-sienna-pt-stair-stringer/PT3,https://ik.imagekit.io/toolbx/p_1606680405183_8f89b577-6c5a-4dd5-b807-de8dfd6bbd07.jpg,
Lumber,1x10x6' Clear Pine,CP1106,24.23,/each,https://shop.newcanadianslumber.com/p/1x10x6-clear-pine/CP1106,https://ik.imagekit.io/toolbx/p_1657819507518_6542616b-f17c-45a7-ab48-604bd740f76e.jpg,
Lumber,"LVL Beam 9-1/2"" x 24'",LVL91224,175.95,/each,https://shop.newcanadianslumber.com/p/lvl-beam-9-12-x-24/LVL91224,https://ik.imagekit.io/toolbx/p_1686369675298_fca81f06-4d31-4297-95dc-75913d81d9fc_LVL91224.jpg,
Lumber,2x10x16' Pine #1,P21016,94.59,/each,https://shop.newcanadianslumber.com/p/2x10x16-pine-1/P21016,https://ik.imagekit.io/toolbx/p_1657814310529_ba612ee7-7869-4543-a593-d8c2ffb113a5.jpg,
Lumber,1x4x8' Poplar Lumber,POP148,24.72,/each,https://shop.newcanadianslumber.com/p/1x4x8-poplar-lumber/POP148,https://ik.imagekit.io/toolbx/p_1657819588164_25843d58-2d80-4bd3-95b6-1141cc6b47f2.jpg,
Lumber,1/2x1/2x8' Pine Quarter Round Moulding (sold by LF),QUA-006,0.81,/each,https://shop.newcanadianslumber.com/p/12x12x8-pine-quarter-round-moulding-sold-by-lf/QUA-006,https://ik.imagekit.io/toolbx/p_1606680609017_aa79da8e-7b1f-45a1-8dce-ce19ed8387e1.jpg,
Lumber,Roseburg Floor Joist 40S 11 7/8” X 24’,FJ40S117824,91.95,/each,https://shop.newcanadianslumber.com/p/roseburg-floor-joist-40s-11-78-x-24/FJ40S117824,https://ik.imagekit.io/toolbx/p_1694836805396_aebe89b5-5b14-41f6-bf41-25b235abc96e_FJ40S117824.jpg,
Lumber,2x8x16' PT,PT2816,37.69,/each,https://shop.newcanadianslumber.com/p/2x8x16-pt/PT2816,https://toolbx-product-catalog.s3.us-east-1.amazonaws.com/ecommerce/CatalogOPSProject/TLBX/TLBX-01-104-0208.png,
Lumber,Roseburg Floor Joist 80S 9-1/2x20',FJ80S91220,92.95,/each,https://shop.newcanadianslumber.com/p/roseburg-floor-joist-80s-9-12x20/FJ80S91220,https://ik.imagekit.io/toolbx/i_joist.jpg,
Lumber,"2x8x1"" Square Cedar Lattice - Custom Order",CL281S,83,/each,https://shop.newcanadianslumber.com/p/2x8x1-square-cedar-lattice-custom-order/CL281S,https://ik.imagekit.io/toolbx/ecommerce/NCL/CL281S.jpg,
Lumber,2x8x14' Pine #1,P2814,64.06,/each,https://shop.newcanadianslumber.com/p/2x8x14-pine-1/P2814,https://ik.imagekit.io/toolbx/p_1657814308691_263176e1-84b5-46bf-bb3b-5f9545c97618.jpg,
Lumber,"Pine 1"" Quarter Round Moulding",QUA-102,2.03,/each,https://shop.newcanadianslumber.com/p/pine-1-quarter-round-moulding/QUA-102,https://ik.imagekit.io/toolbx/1749738862073,
Lumber,1x12x8' Pine #1,P1128,29.92,/each,https://shop.newcanadianslumber.com/p/1x12x8-pine-1/P1128,https://ik.imagekit.io/toolbx/p_1657819530969_32b2c82d-d5a5-4ad6-bdbe-89b5f88b2e39.jpg,
Lumber,"1x8x3/4"" Diagonal Cedar Lattice - Custom Order",CL1834D,52,/each,https://shop.newcanadianslumber.com/p/1x8x34-diagonal-cedar-lattice-custom-order/CL1834D,https://ik.imagekit.io/toolbx/ecommerce/NCL/CL1834D.jpg,
Lumber,5-Step Sienna PT Stair Stringer,PT5,42.99,/each,https://shop.newcanadianslumber.com/p/5-step-sienna-pt-stair-stringer/PT5,https://ik.imagekit.io/toolbx/p_1679631507128_1fa01fd9-a69e-4d29-850f-ffbc13651f8a_PT5.jpg,
Lumber,LVL Beam 7-1/4x16',LVL71416,89.95,/each,https://shop.newcanadianslumber.com/p/lvl-beam-7-14x16/LVL71416,https://ik.imagekit.io/toolbx/demo/catalog-images/toolbxLVL_2-198d84580f2.png,
Lumber,LVL Beam 9-1/2x16',LVL91216,117.95,/each,https://shop.newcanadianslumber.com/p/lvl-beam-9-12x16/LVL91216,https://ik.imagekit.io/toolbx/demo/catalog-images/toolbxLVL_2-198d84580f2.png,
Lumber,"1x8x1"" Privacy Diagonal Cedar Lattice - Custom Order",CL181PP,77,/each,https://shop.newcanadianslumber.com/p/1x8x1-privacy-diagonal-cedar-lattice-custom-order/CL181PP,https://ik.imagekit.io/toolbx/ecommerce/NCL/CL181PP.jpg,
Lumber,1x8x14' Clear Pine,CP1814,47.6,/each,https://shop.newcanadianslumber.com/p/1x8x14-clear-pine/CP1814,https://ik.imagekit.io/toolbx/p_1657819517087_ec98a9d7-40fc-4768-b3ed-3c0b1799dbf6.jpg,
Lumber,Pine 5-1/4 Crown Moulding,CRO-500,6.18,/each,https://shop.newcanadianslumber.com/p/pine-5-14-crown-moulding/CRO-500,https://ik.imagekit.io/toolbx/1749732354030,
Lumber,1x12x6' Clear Pine,CP1126,31.06,/each,https://shop.newcanadianslumber.com/p/1x12x6-clear-pine/CP1126,https://ik.imagekit.io/toolbx/p_1657819510259_93775cba-9d7c-47e8-9f19-24550a1d74c9.jpg,
Lumber,1x8x16' SPF,S1816,13.99,/each,https://shop.newcanadianslumber.com/p/1x8x16-spf/S1816,https://ik.imagekit.io/toolbx/p_1685592021294_fbe36865-97c6-44e1-94c4-c7d917231657_S1816..jpg,
Lumber,1x12x8' Clear Pine,CP1128,41.41,/each,https://shop.newcanadianslumber.com/p/1x12x8-clear-pine/CP1128,https://ik.imagekit.io/toolbx/p_1657819510747_376c921a-f87a-4ea7-ad39-e51bd08b8a87.jpg,
Lumber,1x10x16' Pine #1,P11016,47.6,/each,https://shop.newcanadianslumber.com/p/1x10x16-pine-1/P11016,https://ik.imagekit.io/toolbx/p_1657819524429_88ae4dfa-8d16-45e9-a7c2-0912ffe96fc9.jpg,
Lumber,2x10x18' Premium SPF,S21018,47.89,/each,https://shop.newcanadianslumber.com/p/2x10x18-premium-spf/S21018,https://ik.imagekit.io/toolbx/src-img/106968349651,
